Economy,Law Name,Law Number / Ref,Last Amended,Indicator ID,Article / Section,Discovery Tag,Location Reference,Verbatim Snippet,Mapping Rationale,Source URL,Confidence,Notes
Singapore,Cybersecurity Act 2018,Act 9 of 2018,2025,P7-I2,s. 16J(2),KNOWN,PART 3A - PROVIDERS OF ESSENTIAL SERVICE RESPONSIBLE FOR CYBERSECURITY OF THIRD‑PARTY‑OWNED CRITICAL INFORMATION INFRASTRUCTURE / Cybersecurity audits and risk assessments of third‑party‑owned critical information infrastructure,"(2) Where subsection (1) is not complied with, the Commissioner may order the designated provider responsible for third‑party‑owned critical information infrastructure to cease using, directly or indirectly, the third‑party‑owned critical information infrastructure for which the provider is responsible for its cybersecurity.","At the framework level, s. 16J(2) contributes AUTHORITY_OR_ENFORCEMENT by empowering the Commissioner to order a designated provider to cease using third-party-owned critical information infrastructure when the binding-commitment requirement in subsection (1) is not complied with.",https://sso.agc.gov.sg/act/ca2018,0.90,framework_element=authority_or_enforcement; legal_function=cessation_order_power; coverage=sectoral
Singapore,Cybersecurity Act 2018,Act 9 of 2018,2025,P7-I2,s. 16J(4),KNOWN,PART 3A - PROVIDERS OF ESSENTIAL SERVICE RESPONSIBLE FOR CYBERSECURITY OF THIRD‑PARTY‑OWNED CRITICAL INFORMATION INFRASTRUCTURE / Cybersecurity audits and risk assessments of third‑party‑owned critical information infrastructure,(4) The designated provider responsible for third-party-owned critical information infrastructure must obtain from the owner each report of an audit and each report of a cybersecurity risk assessment mentioned in subsection (1)( c ).,"The provision establishes cybersecurity scope, duties, authority, or enforcement powers within Singapore's cybersecurity framework.",https://sso.agc.gov.sg/act/ca2018,0.90,framework_element=substantive_cybersecurity_obligation; legal_function=substantive_duty; coverage=sectoral
Singapore,Cybersecurity Act 2018,Act 9 of 2018,2025,P7-I2,s. 16J(6),KNOWN,PART 3A - PROVIDERS OF ESSENTIAL SERVICE RESPONSIBLE FOR CYBERSECURITY OF THIRD‑PARTY‑OWNED CRITICAL INFORMATION INFRASTRUCTURE / Cybersecurity audits and risk assessments of third‑party‑owned critical information infrastructure,"(6) Where it appears to the Commissioner from the report of an audit furnished under subsection (5), that any aspect of the audit was not carried out satisfactorily, the Commissioner may direct the designated provider responsible for third‑party‑owned critical information infrastructure to require the owner of the third‑party‑owned critical information infrastructure to carry out that aspect of the audit again.","At the framework level, s. 16J(6) contributes AUTHORITY_OR_ENFORCEMENT by empowering the Commissioner, after an unsatisfactory audit, to direct the designated provider to require the owner to repeat the affected aspect of the audit.",https://sso.agc.gov.sg/act/ca2018,0.90,framework_element=authority_or_enforcement; legal_function=remedial_direction_power; coverage=sectoral
Singapore,Cybersecurity Act 2018,Act 9 of 2018,2025,P7-I2,s. 16J(9),KNOWN,PART 3A - PROVIDERS OF ESSENTIAL SERVICE RESPONSIBLE FOR CYBERSECURITY OF THIRD‑PARTY‑OWNED CRITICAL INFORMATION INFRASTRUCTURE / Cybersecurity audits and risk assessments of third‑party‑owned critical information infrastructure,"(9) Where the designated provider responsible for third‑party‑owned critical information infrastructure has notified the Commissioner under section 16E(8) of a material change made to the design, configuration, security or operation of the third‑party‑owned critical information infrastructure, or the Commissioner otherwise becomes aware of such material change having been made, the Commissioner may by written notice direct the provider to require the owner of the third‑party‑owned critical information infrastructure to carry out another audit or cybersecurity risk assessment in addition to the audit or cybersecurity risk assessment mentioned in subsection (1)( a ) or ( b ).","At the framework level, s. 16J(9) contributes AUTHORITY_OR_ENFORCEMENT by empowering the Commissioner, following a material change, to direct the provider to require an additional audit or cybersecurity risk assessment.",https://sso.agc.gov.sg/act/ca2018,0.90,framework_element=authority_or_enforcement; legal_function=remedial_direction_power; coverage=sectoral
Singapore,Cybersecurity Act 2018,Act 9 of 2018,2025,P7-I2,s. 16K(1),KNOWN,PART 3A - PROVIDERS OF ESSENTIAL SERVICE RESPONSIBLE FOR CYBERSECURITY OF THIRD‑PARTY‑OWNED CRITICAL INFORMATION INFRASTRUCTURE / Duty to notify material change to legally binding commitment,"(1) If a material change is made to a legally binding commitment that was obtained by a designated provider responsible for third‑party‑owned critical information infrastructure for the purpose of meeting a requirement under section 16E(1), 16F(1), 16H(1), 16I(1) or 16J(1), the designated provider responsible for third‑party‑owned critical information infrastructure must notify the Commissioner of the change not later than 14 days after the change is made.",The provision establishes a substantive cybersecurity obligation within the cybersecurity framework.,https://sso.agc.gov.sg/act/ca2018,0.90,framework_element=substantive_cybersecurity_obligation; legal_function=substantive_duty; coverage=sectoral
Singapore,Cybersecurity Act 2018,Act 9 of 2018,2025,P7-I2,s. 16L(2),KNOWN,PART 3A - PROVIDERS OF ESSENTIAL SERVICE RESPONSIBLE FOR CYBERSECURITY OF THIRD‑PARTY‑OWNED CRITICAL INFORMATION INFRASTRUCTURE / Cybersecurity exercises,(2) A designated provider responsible for third‑party‑owned critical information infrastructure must participate in a cybersecurity exercise if directed in writing to do so by the Commissioner.,"The provision establishes cybersecurity scope, duties, authority, or enforcement powers within Singapore's cybersecurity framework.",https://sso.agc.gov.sg/act/ca2018,0.90,framework_element=substantive_cybersecurity_obligation; legal_function=substantive_duty; coverage=sectoral
Singapore,Cybersecurity Act 2018,Act 9 of 2018,2025,P7-I2,s. 17(1),KNOWN,PART 3B - SYSTEMS OF TEMPORARY CYBERSECURITY CONCERN / Designation of system of temporary cybersecurity concern,"(1) The Commissioner may, by written notice to the owner of a computer or computer system, designate the computer or computer system as a system of temporary cybersecurity concern for the purposes of this Act, if the Commissioner is satisfied that — ( a ) for a limited period — (i) there is a high risk that a cybersecurity threat or cybersecurity incident may be carried out that will jeopardise or adversely affect, without lawful authority, the cybersecurity of the computer or computer system; and (ii) the loss or compromise of the computer or computer system will have a serious detrimental effect on the national security, defence, foreign relations, economy, public health, public safety or public order of Singapore; and ( b ) the computer or computer system is located wholly or partly in Singapore.","The provision establishes cybersecurity scope, duties, authority, or enforcement powers within Singapore's cybersecurity framework.",https://sso.agc.gov.sg/act/ca2018,0.90,framework_element=cybersecurity_scope; legal_function=scope_rule; coverage=sectoral
Singapore,Cybersecurity Act 2018,Act 9 of 2018,2025,P7-I2,s. 17F(1),KNOWN,"PART 3B - SYSTEMS OF TEMPORARY CYBERSECURITY CONCERN / Duty to report cybersecurity incident in respect of system of temporary cybersecurity concern, etc.","(1) The owner of a system of temporary cybersecurity concern must notify the Commissioner of the occurrence of any of the following in the prescribed form and manner, within the prescribed period after becoming aware of such occurrence: ( a ) a prescribed cybersecurity incident in respect of the system of temporary cybersecurity concern; ( b ) a prescribed cybersecurity incident in respect of any computer or computer system under the owner’s control that is interconnected with or that communicates with the system of temporary cybersecurity concern; ( c ) a prescribed cybersecurity incident in respect of any computer or computer system under the control of a supplier to the owner that is interconnected with or that communicates with the system of temporary cybersecurity concern.","The provision establishes cybersecurity scope, duties, authority, or enforcement powers within Singapore's cybersecurity framework.",https://sso.agc.gov.sg/act/ca2018,0.90,framework_element=substantive_cybersecurity_obligation; legal_function=substantive_duty; coverage=sectoral
Singapore,Cybersecurity Act 2018,Act 9 of 2018,2025,P7-I2,s. 17F(2),KNOWN,"PART 3B - SYSTEMS OF TEMPORARY CYBERSECURITY CONCERN / Duty to report cybersecurity incident in respect of system of temporary cybersecurity concern, etc.","(2) The owner of a system of temporary cybersecurity concern must establish such mechanisms and processes for the purposes of detecting cybersecurity threats and incidents in respect of the system of temporary cybersecurity concern, as set out in any applicable code of practice.","The provision establishes cybersecurity scope, duties, authority, or enforcement powers within Singapore's cybersecurity framework.",https://sso.agc.gov.sg/act/ca2018,0.90,framework_element=substantive_cybersecurity_obligation; legal_function=substantive_duty; coverage=sectoral
Singapore,Cybersecurity Act 2018,Act 9 of 2018,2025,P7-I2,s. 19(1),KNOWN,"PART 4 - RESPONSES TO CYBERSECURITY THREATS AND INCIDENTS / Powers to investigate and prevent cybersecurity incidents, etc.","(1) Where information regarding a cybersecurity threat or incident has been received by the Commissioner, the Commissioner may exercise, or may authorise the Deputy Commissioner, an Assistant Commissioner, a cybersecurity officer or an authorised officer to exercise, such of the powers mentioned in subsection (2) as are necessary to investigate the cybersecurity threat or incident, for the purpose of — ( a ) assessing the impact or potential impact of the cybersecurity threat or incident; ( b ) preventing any or further harm arising from the cybersecurity incident; or ( c ) preventing a further cybersecurity incident from arising from that cybersecurity threat or incident.","The provision establishes cybersecurity scope, duties, authority, or enforcement powers within Singapore's cybersecurity framework.",https://sso.agc.gov.sg/act/ca2018,0.90,framework_element=authority_or_enforcement; legal_function=enforcement_power; coverage=horizontal
Singapore,Cybersecurity Act 2018,Act 9 of 2018,2025,P7-I2,s. 19(5),KNOWN,"PART 4 - RESPONSES TO CYBERSECURITY THREATS AND INCIDENTS / Powers to investigate and prevent cybersecurity incidents, etc.","(5) If any person fails to comply with a written notice under subsection (2)( a ), the incident response officer may report such failure to a Magistrate who may then issue an order for the person to attend before the Commissioner, at a time and place specified in the order, to answer any question or provide a signed written statement concerning the cybersecurity threat or incident.","The provision establishes cybersecurity scope, duties, authority, or enforcement powers within Singapore's cybersecurity framework.",https://sso.agc.gov.sg/act/ca2018,0.90,framework_element=authority_or_enforcement; legal_function=enforcement_power; coverage=sectoral
Singapore,Cybersecurity Act 2018,Act 9 of 2018,2025,P7-I2,s. 20(1),KNOWN,"PART 4 - RESPONSES TO CYBERSECURITY THREATS AND INCIDENTS / Powers to investigate and prevent serious cybersecurity incidents, etc.","(1) Where the Commissioner receives information regarding a cybersecurity threat or incident which satisfies the severity threshold in subsection (3), the Commissioner may exercise, or may authorise the Deputy Commissioner, an Assistant Commissioner, a cybersecurity officer or an authorised officer to exercise, such of the powers mentioned in subsection (2) as are necessary to investigate the cybersecurity threat or incident, for the purpose of — ( a ) assessing the impact or potential impact of the cybersecurity threat or incident; ( b ) eliminating the cybersecurity threat or otherwise preventing any or further harm arising from the cybersecurity incident; or ( c ) preventing a further cybersecurity incident.",The provision establishes a cybersecurity authority or enforcement power within the cybersecurity framework.,https://sso.agc.gov.sg/act/ca2018,0.90,framework_element=authority_or_enforcement; legal_function=enforcement_power; coverage=sectoral
Singapore,Cybersecurity Act 2018,Act 9 of 2018,2025,P7-I2,s. 20(3),KNOWN,"PART 4 - RESPONSES TO CYBERSECURITY THREATS AND INCIDENTS / Powers to investigate and prevent serious cybersecurity incidents, etc.","(3) A cybersecurity threat or incident satisfies the severity threshold mentioned in subsection (1) if — ( a ) it creates a risk of significant harm being caused to a provider-owned critical information infrastructure; ( b ) it creates a risk of disruption to the provision of an essential service; ( c ) it creates a threat to the national security, defence, foreign relations, economy, public health, public safety or public order of Singapore; or ( d ) the cybersecurity threat or incident is of a severe nature, in terms of the severity of the harm that may be caused to persons in Singapore or the number of computers or value of the information put at risk, whether or not the computers or computer systems put at risk are themselves provider-owned critical information infrastructure.","The provision establishes cybersecurity scope, duties, authority, or enforcement powers within Singapore's cybersecurity framework.",https://sso.agc.gov.sg/act/ca2018,0.90,framework_element=cybersecurity_scope; legal_function=scope_rule; coverage=sectoral
Singapore,Cybersecurity Act 2018,Act 9 of 2018,2025,P7-I2,s. 23(1),KNOWN,PART 4 - RESPONSES TO CYBERSECURITY THREATS AND INCIDENTS / Emergency cybersecurity measures and requirements,"(1) The Minister may, if satisfied that it is necessary for the purposes of preventing, detecting or countering any serious and imminent threat to — ( a ) the provision of any essential service; or ( b ) the national security, defence, foreign relations, economy, public health, public safety or public order of Singapore, by a certificate under the Minister’s hand, authorise or direct any person or organisation specified in the certificate (called in this section the specified person) to take such measures or comply with such requirements as may be necessary to prevent, detect or counter any threat to a computer or computer system or any class of computers or computer systems.","The provision establishes cybersecurity scope, duties, authority, or enforcement powers within Singapore's cybersecurity framework.",https://sso.agc.gov.sg/act/ca2018,0.90,framework_element=authority_or_enforcement; legal_function=enforcement_power; coverage=horizontal
Singapore,"Accountants (Prevention of Money Laundering, Terrorism Financing and Proliferation Financing) Rules 2023",S 328/2023,,P7-I3,Reg. 16(1),NEW,Record keeping,(1) An accounting entity must keep the records (including electronic records) specified in paragraph (2) for a period of at least 5 years beginning on the date on which the business relationship ends.,The provision requires regulated parties to retain AML_KYC for at least 5 years the business relationship ends from the business relationship ends.,https://sso.agc.gov.sg/sl/aa2004-s328-2023,0.90,record_scope_basis=AML_KYC; retention_periods=5 years the business relationship ends; trigger_event=the business relationship ends
Singapore,"Accountants (Prevention of Money Laundering, Terrorism Financing and Proliferation Financing) Rules 2023",S 328/2023,,P7-I3,Reg. 21(2),NEW,Employees,(2) The accounting entity must keep written records of the measures taken under paragraph (1) for a period of at least 5 years starting on — ( a ) in the case of paragraph (1)( a ) — the date the accounting entity implemented the screening procedures; and ( b ) in the case of paragraph (1)( b ) — the date the training of the respective employee ended.,"The provision requires accounting entity to retain records or information for at least 5 years starting on the date the accounting entity implemented the screening procedures, if paragraph (1)(a).",https://sso.agc.gov.sg/sl/aa2004-s328-2023,0.90,"record_scope_basis=OPERATIONAL_SECTOR_RECORD; retention_periods=5 years starting on the date the accounting entity implemented the screening procedures, if paragraph (1)(a) applies; or starting on the date the training of the respective employee ended, if paragraph (1)(b) applies; trigger_event=starting on the date the accounting entity implemented the screening procedures, if paragraph (1)(a) applies; or starting on the date the training of the respective employee ended, if paragraph (1)(b) applies"
Singapore,Air Navigation (91 — General Operating Rules) Regulations 2018,S 441/2018,2018,P7-I3,Reg. 21(4),NEW,PART 2 / Division 1 — General / Use and preservation of flight recorders and records,"(4) In the event of an accident or serious incident involving a relevant aircraft — ( a ) the pilot-in-command must ensure that all installed flight recorders are de-activated upon completion of the flight to preserve flight recorder records; and ( b ) the operator must retain the flight recorder records, and the associated flight recorders where possible, in safe custody for a period of 90 days (or such longer period as determined by the Director‑General of Civil Aviation) after the accident or serious incident.","The provision creates an operative obligation to preserve/retain flight recorder records in safe custody for a minimum period of 90 days (with possibility of a longer period determined by the Director-General), which matches the retention-duration requirement for P7-I3.",https://sso.agc.gov.sg/sl/ana1966-s441-2018,0.90,record_scope_basis=OPERATIONAL_SECTOR_RECORD; retention_periods=90 days after the accident or serious incident; trigger_event=after the accident or serious incident
Singapore,Air Navigation (92 — Carriage of Dangerous Goods) Regulations 2022,S 998/2022,,P7-I3,Reg. 18(2),NEW,PART 2 - CARRIAGE OF DANGEROUS GOODS BY AIR / Division 6 — Operator’s and shipper’s responsibilities / Shipper’s responsibilities,"(2) A shipper that consigns any dangerous goods for carriage by air must retain, for at least 3 months after the flight on which the dangerous goods were carried — ( a ) a copy of the completed and properly executed dangerous goods transport document required by paragraph (1) in respect of the dangerous goods, except where the Technical Instructions indicate that such a document is not required; and ( b ) any other documents or information specified in the Technical Instructions.",The provision requires regulated parties to retain OPERATIONAL_SECTOR_RECORD for at least 3 months after the flight on which the dangerous goods were carried from after the flight on which the dangerous goods were carried.,https://sso.agc.gov.sg/sl/ana1966-s998-2022,0.90,record_scope_basis=OPERATIONAL_SECTOR_RECORD; retention_periods=3 months after the flight on which the dangerous goods were carried; trigger_event=after the flight on which the dangerous goods were carried
Singapore,Air Navigation (101 — Unmanned Aircraft Operations) Regulations 2019,S 833/2019,2025,P7-I3,Reg. 24(2),NEW,PART 3 - TRAINING ORGANISATIONS AND FLIGHT EXAMINERS / Division 1 — UA basic training / Responsibilities of approved UA basic training organisation,"(2) An approved UA basic training organisation must — ( a ) issue a UA basic training certificate to each person who successfully completes UA basic training conducted by the approved UA basic training organisation; ( b ) maintain records of the name and contact address of each person who successfully completes UA basic training conducted by the approved UA basic training organisation, and the time at which and the date on which the UA basic training is provided, for at least 5 years after the date on which the UA basic training is provided to the person; and ( c ) provide the Authority with any records it requires for the purposes of these Regulations.",The provision requires approved UA basic training organisation to retain records or information for at least 5 years the date on which the UA basic training is provided.,https://sso.agc.gov.sg/sl/ana1966-s833-2019,0.90,record_scope_basis=PERSON_OR_TRANSACTION_TRACEABILITY; retention_periods=5 years the date on which the UA basic training is provided; trigger_event=the date on which the UA basic training is provided
Singapore,Air Navigation (101 — Unmanned Aircraft Operations) Regulations 2019,S 833/2019,2025,P7-I3,Reg. 29(2),NEW,PART 3 - TRAINING ORGANISATIONS AND FLIGHT EXAMINERS / Division 2 — UA training and assessment organisations / Responsibilities of UATO,"(2) A UATO must — ( a ) maintain records of the date and results (where applicable) of every UA pilot licence training, test, evaluation, practical assessment and proficiency check conducted by the UATO or any Authorised Flight Examiner employed or engaged by the UATO (together with the name of each person so trained, tested, evaluated, assessed or checked), for at least 5 years after the date on which each training, test, evaluation, practical assessment or proficiency check was conducted; and ( b ) provide the Authority with any records it requires for the purposes of these Regulations.","The clause contains an operative obligation to maintain records, specifying both the information-bearing object (training/test/evaluation/practical assessment/proficiency check records, including dates/results and names) and a minimum retention period (at least 5 years after the relevant event).",https://sso.agc.gov.sg/sl/ana1966-s833-2019,0.90,"record_scope_basis=PERSON_OR_TRANSACTION_TRACEABILITY; retention_periods=5 years after the date on which each training, test, evaluation, practical assessment or proficiency check was conducted; trigger_event=after the date on which each training, test, evaluation, practical assessment or proficiency check was conducted"
Singapore,Air Navigation (121 — Commercial Air Transport by Large Aeroplanes) Regulations 2018,S 444/2018,2018,P7-I3,"Reg. 179(3)(f), read with AN(91) Sixth Schedule",NEW,"Division 11 — Fatigue of crew / Responsibilities of AOC holder for fatigue management; Air Navigation (91 — General Operating Rules) Regulations 2018, Sixth Schedule, Tables 3 and 4, item 1","Reg. 179(3)(f): maintain records of flight time, flight duty periods, duty periods, and rest periods for every person who may be assigned duty as a flight crew member or a cabin crew member of a large aeroplane, for the period specified in the Sixth Schedule to the Air Navigation (91 — General Operating Rules) Regulations 2018. Sixth Schedule: Record of a flight crew member’s assigned flight, duty and rest time — 12 months after the date of the flight, duty or rest time; Record of a cabin crew member’s assigned flight, duty and rest time — 12 months after the date of the flight, duty or rest time.","The focal regulation requires flight-, duty- and rest-time records to be maintained, and the incorporated Sixth Schedule specifies a 12-month retention period.",https://sso.agc.gov.sg/SL/ANA1966-S444-2018?ProvIds=pr179-,1.00,"record_scope_basis=OPERATIONAL_SECTOR_RECORD; retention_periods=12 months after the flight, duty or rest time; trigger_event=date of flight, duty or rest time; human_review_decision=accept; citation_repaired; duration_source=https://sso.agc.gov.sg/SL/ANA1966-S441-2018?ProvIds=Sc6-"
Singapore,Amusement Rides Safety Regulations 2011,S 343/2011,2021,P7-I3,Reg. 16(1),NEW,PART III - OPERATION OF AMUSEMENT RIDES / Duties of operators of amusement rides,"(1) The operator of an amusement ride shall, in addition to any duty imposed on him under the Act — ( a ) employ an adequate number of persons to carry out the functions that are necessary for the daily routine operation and maintenance of the amusement ride, for which purpose the number of persons to be so employed shall not be less than — (i) the number of persons as recommended or specified by the designer or manufacturer of the amusement ride; or (ii) in the absence of such recommendation or specification, such number of persons — (A) as determined by the qualified person appointed under section 6(2)( a ) or 24(2)( a ) of the Act or regulation 14(2)( a ) in respect of the amusement ride; or (B) as may be directed by the Commissioner; ( b ) ensure that every person employed pursuant to sub-paragraph ( a ) is provided with adequate instruction, information, training and supervision as are necessary for such person to properly carry out his functions (including instructions on the hazards to which the person and the patrons of the amusement ride are or may be subjected, and the safety precautions to be taken) and maintain an up-to-date record of any training undergone by each such person; ( c ) where there is more than one ride manager appointed in respect of the amusement ride, maintain a roster showing the name of each such ride manager and the days and hours during which he is on duty; ( d ) ensure that the amusement ride is at all times maintained in accordance with — (i) the maintenance requirements as specified by the designer or manufacturer of the amusement ride; or (ii) in the absence of any maintenance requirements referred to in sub-paragraph (i), such other maintenance requirements as devised or endorsed by the qualified person appointed under section 6(2)( a ) or 24(2)( a ) of the Act or regulation 14(2)( a ) in respect of the amusement ride; ( e ) ensure that the amusement ride is at all times operated in accordance with — (i) the operational procedures as specified by the designer or manufacturer of the amusement ride; or (ii) in the absence of any operational procedures referred to in sub-paragraph (i), such other operational procedures as devised or endorsed by the qualified person appointed under section 6(2)( a ) or 24(2)( a ) of the Act or regulation 14(2)( a ) in respect of the amusement ride; ( f ) ensure that adequate lighting is provided at all times for the safe operation and maintenance of the amusement ride; ( g ) whenever so required by the Commissioner, an enforcement officer or the qualified person appointed under section 6(2)( a ) or 24(2)( a ) of the Act or regulation 14(2)( a ) in respect of the amusement ride, make available for inspection all manuals, plans, reports and other documents relating to the installation, operation, modification, maintenance or relocation of the amusement ride; ( h ) keep for a minimum period of 5 years every record, document or log book for the daily routine operation and maintenance of the amusement ride kept by the ride manager under regulation 21, from the date on which such record, document or log book is made; and ( i ) ensure that — (i) the operation of the amusement ride is monitored by installing a closed‑circuit television or other electronic visual monitoring system at each location that the Commissioner may direct; and (ii) the video recordings recorded by the closed‑circuit television or other electronic visual monitoring system are retained for at least 14 days after the video recordings were recorded.","The provision requires regulated parties to retain OPERATIONAL_SECTOR_RECORD for at least 5 years from the date on which each record, document or log book is made from date the record, document or log book is made.",https://sso.agc.gov.sg/sl/arsa2011-s343-2011,1.00,"record_scope_basis=OPERATIONAL_SECTOR_RECORD; retention_periods=5 years from the date on which each record, document or log book is made; 14 days after each video recording was recorded; trigger_event=date the record, document or log book is made; date the video recording was recorded"
Singapore,Building (Strata Management) Act 2004,Act 47 of 2004,2025,P7-I3,s. 48(2),NEW,"PART 5 - MANAGEMENT OF STRATA SUBDIVIDED BUILDINGS / Division 2 — Management corporations and common property / Records, etc., of management corporation","(2) Every management corporation must retain all its records, books of account and any other documents relating to any of its transactions or operations for a period of not less than 5 years from the end of the financial year in which the transactions or operations to which those documents relate are completed.",The provision requires every management corporation to retain records or information for at least 5 years from the end of the financial year in which the transactions or operations to which those documents.,https://sso.agc.gov.sg/act/bsma2004,0.90,record_scope_basis=OPERATIONAL_SECTOR_RECORD; retention_periods=5 years from the end of the financial year in which the transactions or operations to which those documents relate are completed; trigger_event=from the end of the financial year in which the transactions or operations to which those documents relate are completed
Singapore,Bus Services Industry (Bus Service Licence) Regulations 2016,Rg 4,,P7-I3,Reg. 11(3),NEW,PART 3 - ACCOUNTS AND RECORDS / Quality of service records,"(3) For the purposes of section 35(1)( a ) of the Act, a public bus operator holding a Class 1 bus service licence must retain every record referred to in paragraph (1) for 2 years after the end of the financial year to which the record relates.",The provision requires a Class 1 public bus operator to retain each referenced quality-of-service record for 2 years after the end of the financial year to which it relates. It therefore establishes an operative minimum-retention rule for statutory sectoral operational records.,https://sso.agc.gov.sg/sl/bsia2015-rg4,1.00,record_scope_basis=OPERATIONAL_SECTOR_RECORD; retention_periods=2 years after the end of the financial year to which the record relates; trigger_event=end of the financial year to which the record relates
Singapore,Bus Services Industry Act 2015,Act 30 of 2015,2025,P7-I3,s. 34(1),NEW,PART 6 - ENFORCEMENT AND MONITORING COMPLIANCE / Accounts and statements,"(1) Subject to subsection (4), a public bus operator holding a Class 1 bus service licence must — ( a ) in respect of the whole or part (as the case may be) of every financial year, prepare such accounts and statements as are specified in, or ascertained in accordance with, the regulations; ( b ) retain the accounts and statements prepared in accordance with paragraph ( a ) for 5 years after the end of the period to which they relate; ( c ) within the prescribed period after the accounting period, give the LTA those accounts and statements duly audited by an auditor approved by the LTA; and ( d ) keep and retain records, where the records are relevant to the preparation of the accounts and statements of the licensee mentioned in paragraph ( a ), for the period and in the manner prescribed in the regulations.",The provision requires regulated parties to retain ACCOUNTING_TAX_FINANCIAL for at least 5 years after the end of the period to which they relate from after the end of the period to which they relate.,https://sso.agc.gov.sg/act/bsia2015,0.90,record_scope_basis=ACCOUNTING_TAX_FINANCIAL; retention_periods=5 years after the end of the period to which they relate; trigger_event=after the end of the period to which they relate
Singapore,Business Trusts Act 2004,Act 30 of 2004,2025,P7-I3,s. 75(2),NEW,"PART 10 - ACCOUNTS, AUDIT AND DISCLOSURE / Division 1 — Accounts / Accounting records and systems of control",(2) The trustee‑manager of a registered business trust must retain the records mentioned in subsection (1) for at least 5 years from the end of the financial year in which the transactions or operations to which those records relate are completed.,The provision requires trustee-manager of a registered business trust to retain records or information for at least 5 years end of the financial year in which the transactions or operations to which those records relate are.,https://sso.agc.gov.sg/act/bta2004,0.90,record_scope_basis=OPERATIONAL_SECTOR_RECORD; retention_periods=5 years end of the financial year in which the transactions or operations to which those records relate are completed; trigger_event=end of the financial year in which the transactions or operations to which those records relate are completed
Singapore,Casino Control (Casino Licence and Fees) Regulations 2009,S 429/2009,,P7-I3,Reg. 14,NEW,PART III - MISCELLANEOUS / Record keeping,"14. For the purposes of section 143(1)( b ) of the Act, a casino operator must keep records for a period as follows: ( a ) for any record obtained through the customer due diligence measures taken under section 139(1) of the Act (such as but not limited to any copy or record of any identification document, accounts and business correspondence, and the results of any analysis undertaken) — at least 5 years starting after the later of the following dates: (i) the date of closure of the patron account (within the meaning of section 139 of the Act) to which the record relates; (ii) the date of the transaction to which the record relates; ( b ) for any record required by the Comptroller to ascertain the gross gaming revenue of the casino operator in any reporting period as defined by the Casino Control (Casino Tax) Regulations 2010 (G.N. No. S 59/2010) — at least 10 years starting the end of each reporting period to which the gross gaming revenue relates; ( c ) for any other record — at least 5 years after the completion of the transaction to which the record relates.","The provision sets an operative record-keeping obligation requiring minimum retention durations of ""at least 5 years"" and ""at least 10 years"" for specified categories of records.",https://sso.agc.gov.sg/sl/cca2006-s429-2009,0.90,record_scope_basis=OPERATIONAL_SECTOR_RECORD; retention_periods=at least 5 years after the later of patron-account closure or the related transaction date for customer-due-diligence records; at least 10 years starting at the end of the relevant reporting period for gross-gaming-revenue records; at least 5 years after completion of the related transaction for other records; trigger_event=varies by record category
Singapore,Casino Control (Casino Marketing Arrangements) Regulations 2013,S 65/2013,,P7-I3,Reg. 30,NEW,PART III - DUTIES OF LICENSED INTERNATIONAL MARKET AGENTS AND LICENSED INTERNATIONAL MARKET AGENT REPRESENTATIVES / Keeping of records,"30. Every licensed international market agent shall ensure that every record relating to his or its operations as an international market agent, including any record required to be kept under these Regulations and regulations relating to the giving of credit — ( a ) is kept in Singapore at a location made known to the Authority; ( b ) is retained for not less than 5 years after the completion of the transactions to which the record relates, or such shorter period as the Authority may, on the application of the licensed international market agent in any particular case, allow; and ( c ) is available for inspection by an inspector at any time during that period.",The provision requires regulated parties to retain ACCOUNT_PAYMENT_TRANSACTION for at least 5 years after the completion of the transactions to which the record relates from after the completion of the transactions to which the record relates.,https://sso.agc.gov.sg/sl/cca2006-s65-2013,1.00,record_scope_basis=ACCOUNT_PAYMENT_TRANSACTION; retention_periods=5 years after the completion of the transactions to which the record relates; trigger_event=after the completion of the transactions to which the record relates
