"Economy","Law Name","Law Number / Ref","Last Amended","Indicator ID","Article / Section","Discovery Tag","Location Reference","Verbatim Snippet","Mapping Rationale","Source URL","Confidence","Notes"
"Australia","Privacy Act 1988","Act No. 119, 1988","","P7-I1","Part IIIC - Notification of eligible data breaches, Division 5 - Dealing with personal information involved in eligible data breaches, Subdivision B - Provisions dealing with the collection, use and disclosure of personal information, 26XB Authorisation of collection, use and disclosure of personal information, s. 26XB(5)","KNOWN","Part IIIC - Notification of eligible data breaches / Division 5 - Dealing with personal information involved in eligible data breaches / Subdivision B - Provisions dealing with the collection, use and disclosure of personal information / 26XB Authorisation of collection, use and disclosure of personal information","(5) A collection, use or disclose of personal information by an officer or employee of an agency in the course of duty as an officer or employee is authorised by subsection (1) only if the officer or employee is authorised by the agency to collect, use or disclose the personal information.","The provision establishes a substantive privacy duty or right within the personal-data protection framework.","https://www.legislation.gov.au/C2004A03712/latest","0.70","framework_element=substantive_duties_or_rights; legal_function=substantive_duty; coverage=sectoral"
"Australia","Privacy Act 1988","Act No. 119, 1988","","P7-I1","Part IV - Functions of the Information Commissioner, Division 3 - Reports and information sharing by Commissioner, 33B Commissioner may disclose certain information if in the public interest etc., s. 33B(2)","KNOWN","Part IV - Functions of the Information Commissioner / Division 3 - Reports and information sharing by Commissioner / 33B Commissioner may disclose certain information if in the public interest etc.","(2) In determining under subsection (1) whether the Commissioner is satisfied that a disclosure is in the public interest, the Commissioner: (a) must have regard to the following: (i) the rights and interests of any complainant or respondent; (ii) whether the disclosure will, or is likely to, prejudice any investigation the Commissioner is undertaking; (iii) whether the disclosure will, or is likely to, disclose the personal information of any person; (iv) whether the disclosure will, or is likely to, disclose any confidential commercial information; (v) whether the Commissioner reasonably believes that the disclosure would be likely to prejudice one or more enforcement related activities conducted by or on behalf of an enforcement body; and (b) may have regard to any other matter the Commissioner considers relevant.","The provision establishes a regulator, enforcement power or remedy within the personal-data protection framework.","https://www.legislation.gov.au/C2004A03712/latest","0.90","framework_element=regulator_or_enforcement; legal_function=regulatory_disclosure_constraint; coverage=sectoral"
"Australia","Privacy Act 1988","Act No. 119, 1988","","P7-I1","Part IV - Functions of the Information Commissioner, Division 3A - Assessments by, or at the direction of, the Commissioner, 33C Commissioner may conduct an assessment relating to the Australian Privacy Principles etc., s. 33C(1)","KNOWN","Part IV - Functions of the Information Commissioner / Division 3A - Assessments by, or at the direction of, the Commissioner / 33C Commissioner may conduct an assessment relating to the Australian Privacy Principles etc.","(1) The Commissioner may conduct an assessment of the following matters: (a) whether personal information held by an APP entity is being maintained and handled in accordance with the following: (i) the Australian Privacy Principles; (ii) a registered APP code that binds the entity; (b) whether information held by an entity is being maintained and handled in accordance with the following to the extent that they apply to the information: (i) the provisions of Part IIIA; (ii) the registered CR code if it binds the entity; (c) whether tax file number information held by a file number recipient is being maintained and handled in accordance with any relevant rules issued under section 17; (ca) the ability of an entity subject to Part IIIC to comply with that Part, including the extent to which the entity has processes and procedures in place to: (i) assess suspected eligible data breaches; and (ii) provide notice of eligible data breaches to the Commissioner and to individuals at risk from such breaches; (d) whether the data matching program (within the meaning of the Data - matching Program (Assistance and Tax) Act 1990 ) of an agency complies with Part 2 of that Act and the rules issued under section 12 of that Act; (e) whether information to which section 135AA of the National Health Act 1953 applies is being maintained and handled in accordance with the rules issued under that section; (f) whether the matching of information under Part VIIIA of the National Health Act 1953 , and the handling of information relating to that matching, is in accordance with that Part, including: (i) any terms and conditions relating to the matching of the information determined by the Chief Executive Medicare under paragraph 132B(3)(a) of that Act; and (ii) the principles made by the Minister under subsection 132F(1) of that Act; (g) whether personal information (within the meaning of the Digital ID Act 2024 ) is being maintained and handled in accordance with the following: (i) Division 2 of Part 2 of Chapter 3 of that Act, including rules made for the purposes of that Division; (ii) the term in APP - equivalent agreements (within the meaning of that Act) prohibiting collecting, holding, using or disclosing personal information (within the meaning of that Act) in any way that would breach an Australian Privacy Principle.","The provision establishes a regulator, enforcement power or remedy within the personal-data protection framework.","https://www.legislation.gov.au/C2004A03712/latest","0.90","framework_element=regulator_or_enforcement; legal_function=compliance_assessment_power; coverage=sectoral"
"Australia","Privacy Act 1988","Act No. 119, 1988","","P7-I1","Part IX - Miscellaneous, 95B Requirements for Commonwealth contracts, s. 95B(1)","KNOWN","Part IX - Miscellaneous / 95B Requirements for Commonwealth contracts","(1) This section requires an agency entering into a Commonwealth contract to take contractual measures to ensure that a contracted service provider for the contract does not do an act, or engage in a practice, that would breach an Australian Privacy Principle if done or engaged in by the agency.","The provision establishes a substantive privacy duty or right within the personal-data protection framework.","https://www.legislation.gov.au/C2004A03712/latest","0.90","framework_element=substantive_duties_or_rights; legal_function=substantive_duty; coverage=sectoral"
"Australia","Privacy Act 1988","Act No. 119, 1988","","P7-I1","Part VIA - Dealing with personal information in emergencies and disasters, Division 2 - Declaration of emergency, 80KA Matters covered by declarations, s. 80KA(3)","KNOWN","Part VIA - Dealing with personal information in emergencies and disasters / Division 2 - Declaration of emergency / 80KA Matters covered by declarations","(3) A permitted purpose specified for the purposes of paragraph (1)(d) must be a purpose that directly relates to the Commonwealth’s response to an emergency or disaster in respect of which an emergency declaration is in force.","The provision establishes a substantive privacy duty or right within the personal-data protection framework.","https://www.legislation.gov.au/C2004A03712/latest","0.90","framework_element=substantive_duties_or_rights; legal_function=substantive_duty; coverage=sectoral"
"Australia","Privacy Act 1988","Act No. 119, 1988","","P7-I1","Part VIA - Dealing with personal information in emergencies and disasters, Division 3 - Provisions dealing with the use and disclosure of personal information, 80P Authorisation of collection, use and disclosure of personal information, s. 80P(4)","KNOWN","Part VIA - Dealing with personal information in emergencies and disasters / Division 3 - Provisions dealing with the use and disclosure of personal information / 80P Authorisation of collection, use and disclosure of personal information","(4) An entity does not breach an Australian Privacy Principle, or a registered APP code that binds the entity, in respect of a collection, use or disclosure of personal information authorised by subsection (1).","The provision establishes a substantive privacy duty or right within the personal-data protection framework.","https://www.legislation.gov.au/C2004A03712/latest","0.90","framework_element=substantive_duties_or_rights; legal_function=substantive_duty; coverage=sectoral"
"Australia","Privacy Act 1988","Act No. 119, 1988","","P7-I1","s. 100(1A)","KNOWN","Part IX - Miscellaneous / 100 Regulations","(1A) Before the Governor - General makes regulations for the purposes of Australian Privacy Principle 8.3 prescribing a country or binding scheme, the Minister must be satisfied that: (a) the laws of the country, or the binding scheme, has the effect of protecting personal information about an individual in a way that, overall, is at least substantially similar to the way in which the Australian Privacy Principles protect the information; and (b) there are mechanisms that the individual can access to take action to enforce that protection.","The provision establishes a substantive privacy duty or right within the personal-data protection framework.","https://www.legislation.gov.au/C2004A03712/latest","0.90","framework_element=substantive_duties_or_rights; legal_function=substantive_duty; coverage=sectoral"
"Australia","Privacy Act 1988","Act No. 119, 1988","","P7-I1","s. 13C(1)","KNOWN","Part III - Information privacy / Division 1 - Interferences with privacy / 13C Change in partnership because of change in partners","(1) If: (a) an organisation (the new partnership ) that is a partnership forms at the same time as, or immediately after, the dissolution of another partnership (the old partnership ); and (b) at least one person who was a partner in the old partnership is a partner in the new partnership; and (c) the new partnership carries on a business that is the same as, or similar to, a business carried on by the old partnership; and (d) the new partnership holds, immediately after its formation, personal information about an individual that the old partnership held immediately before its dissolution; neither the disclosure (if any) by the old partnership, nor the collection (if any) by the new partnership, of the information that was necessary for the new partnership to hold the information immediately after its formation constitutes an interference with the privacy of the individual . Note: Subsection (1) lets personal information be passed on from an old to a new partnership. However, in using or holding the information, they must comply with the Australian Privacy Principles and a registered APP code that binds them. For example, the new partnership’s use of personal information collected from the old partnership may constitute an interference with privacy if it breaches Australian Privacy Principle 6. Effect of subsection (1)","The provision establishes a substantive privacy duty or right within the personal-data protection framework.","https://www.legislation.gov.au/C2004A03712/latest","0.90","framework_element=substantive_duties_or_rights; legal_function=substantive_duty; coverage=horizontal"
"Australia","Privacy Act 1988","Act No. 119, 1988","","P7-I1","s. 21C(1)","KNOWN","Part IIIA - Credit reporting / Division 3 - Credit providers / Subdivision C - Dealing with credit information / 21C Additional notification requirements for the collection of personal information etc.","(1) At or before the time a credit provider collects personal information about an individual that the provider is likely to disclose to a credit reporting body, the provider must: (a) notify the individual of the following matters: (i) the name and contact details of the body; (ii) any other matter specified in the registered CR code; or (b) otherwise ensure that the individual is aware of those matters.","The provision establishes a substantive privacy duty or right within the personal-data protection framework.","https://www.legislation.gov.au/C2004A03712/latest","0.90","framework_element=substantive_duties_or_rights; legal_function=substantive_duty; coverage=sectoral"
"Australia","Privacy Act 1988","Act No. 119, 1988","","P7-I1","s. 21NA(1)","KNOWN","Part IIIA - Credit reporting / Division 3 - Credit providers / Subdivision D - Dealing with credit eligibility information etc. / 21NA Disclosures to certain persons and bodies that do not have an Australian link","(1) Before a credit provider discloses credit eligibility information under paragraph 21G(3)(b) or (c) to a related body corporate, or person, that does not have an Australian link, the provider must take such steps as are reasonable in the circumstances to ensure that the body or person does not breach the following provisions (the relevant provisions ) in relation to the information: (a) for a disclosure under paragraph 21G(3)(b)-section 22D; (b) for a disclosure under paragraph 21G(3)(c)-section 22E; (c) in both cases-the Australian Privacy Principles (other than Australian Privacy Principles 1, 6, 7, 8 and 9.2).","The provision establishes a substantive privacy duty or right within the personal-data protection framework.","https://www.legislation.gov.au/C2004A03712/latest","0.90","framework_element=substantive_duties_or_rights; legal_function=substantive_duty; coverage=sectoral"
"Australia","Privacy Act 1988","Act No. 119, 1988","","P7-I1","s. 21NA(3)","KNOWN","Part IIIA - Credit reporting / Division 3 - Credit providers / Subdivision D - Dealing with credit eligibility information etc. / 21NA Disclosures to certain persons and bodies that do not have an Australian link","(3) Before a credit provider discloses credit eligibility information under subsection 21M(1) to a person or body that does not have an Australian link, the provider must take such steps as are reasonable in the circumstances to ensure that the person or body does not breach the Australian Privacy Principles (other than Australian Privacy Principle 1) in relation to the information.","The provision establishes a substantive privacy duty or right within the personal-data protection framework.","https://www.legislation.gov.au/C2004A03712/latest","0.90","framework_element=substantive_duties_or_rights; legal_function=substantive_duty; coverage=sectoral"
"Australia","Privacy Act 1988","Act No. 119, 1988","","P7-I1","s. 21NA(4)","KNOWN","Part IIIA - Credit reporting / Division 3 - Credit providers / Subdivision D - Dealing with credit eligibility information etc. / 21NA Disclosures to certain persons and bodies that do not have an Australian link","(4) If: (a) a credit provider discloses credit eligibility information under subsection 21M(1) to a person or body that does not have an Australian link; and (b) the Australian Privacy Principles do not apply, under this Act, to an act done, or a practice engaged in, by the person or body in relation to the information; and (c) the person or body does an act, or engages in a practice, in relation to the information that would be a breach of the Australian Privacy Principles (other than Australian Privacy Principle 1) if those Australian Privacy Principles applied to the act or practice; the act done, or the practice engaged in, by the person or body is taken, for the purposes of this Act, to have been done, or engaged in, by the provider and to be a breach of those Australian Privacy Principles by the provider.","The provision establishes a substantive privacy duty or right within the personal-data protection framework.","https://www.legislation.gov.au/C2004A03712/latest","0.90","framework_element=substantive_duties_or_rights; legal_function=substantive_duty; coverage=sectoral"
"Australia","Privacy Act 1988","Act No. 119, 1988","","P7-I1","s. 21V(1)","KNOWN","Part IIIA - Credit reporting / Division 3 - Credit providers / Subdivision F - Access to, and correction of, information / 21V Individual may request the correction of credit information etc.","(1) An individual may request a credit provider to correct personal information about the individual if: (a) the personal information is: (i) credit information about the individual; or (ii) CRB derived information about the individual; or (iii) CP derived information about the individual; and (b) the provider holds at least one kind of the personal information referred to in paragraph (a). Correction","The provision establishes a substantive privacy duty or right within the personal-data protection framework.","https://www.legislation.gov.au/C2004A03712/latest","0.90","framework_element=substantive_duties_or_rights; legal_function=substantive_duty; coverage=sectoral"
"Australia","Privacy Act 1988","Act No. 119, 1988","","P7-I1","s. 21V(2)","KNOWN","Part IIIA - Credit reporting / Division 3 - Credit providers / Subdivision F - Access to, and correction of, information / 21V Individual may request the correction of credit information etc.","(2) If the credit provider is satisfied that the personal information is inaccurate, out - of - date, incomplete, irrelevant or misleading, the provider must take such steps (if any) as are reasonable in the circumstances to correct the information within: (a) the period of 30 days that starts on the day on which the request is made; or (b) such longer period as the individual has agreed to in writing. Consultation","The provision establishes a substantive privacy duty or right within the personal-data protection framework.","https://www.legislation.gov.au/C2004A03712/latest","0.90","framework_element=substantive_duties_or_rights; legal_function=substantive_duty; coverage=sectoral"
"Australia","Privacy Act 1988","Act No. 119, 1988","","P7-I1","s. 21V(5)","KNOWN","Part IIIA - Credit reporting / Division 3 - Credit providers / Subdivision F - Access to, and correction of, information / 21V Individual may request the correction of credit information etc.","(5) The credit provider must not charge the individual for the making of the request or for correcting the information. Interaction with the Australian Privacy Principles","The provision establishes a substantive privacy duty or right within the personal-data protection framework.","https://www.legislation.gov.au/C2004A03712/latest","0.90","framework_element=substantive_duties_or_rights; legal_function=substantive_duty; coverage=sectoral"
"Australia","Privacy Act 1988","Act No. 119, 1988","","P7-I1","s. 21W(2)","KNOWN","Part IIIA - Credit reporting / Division 3 - Credit providers / Subdivision F - Access to, and correction of, information / 21W Notice of correction etc. must be given","(2) If the credit provider corrects personal information about the individual under subsection 21V(2), the provider must, within a reasonable period: (a) give the individual written notice of the correction; and (b) if the provider consulted an interested party under subsection 21V(3) about the individual’s request-give the party written notice of the correction; and (c) if the correction relates to information that the provider has previously disclosed under: (i) this Division (other than subsection 21V(4)); or (ii) the Australian Privacy Principles (other than Australian Privacy Principle 4.2); give each recipient of the information written notice of the correction.","The provision establishes a substantive privacy duty or right within the personal-data protection framework.","https://www.legislation.gov.au/C2004A03712/latest","0.90","framework_element=substantive_duties_or_rights; legal_function=substantive_duty; coverage=sectoral"
"Australia","Privacy Act 1988","Act No. 119, 1988","","P7-I1","s. 21W(3)","KNOWN","Part IIIA - Credit reporting / Division 3 - Credit providers / Subdivision F - Access to, and correction of, information / 21W Notice of correction etc. must be given","(3) If the credit provider does not correct the personal information under subsection 21V(2), the provider must, within a reasonable period, give the individual written notice that: (a) states that the correction has not been made; and (b) sets out the provider’s reasons for not correcting the information (including evidence substantiating the correctness of the information); and (c) states that, if the individual is not satisfied with the response to the request, the individual may: (i) access a recognised external dispute resolution scheme of which the provider is a member or to which it is subject; or (ii) make a complaint to the Commissioner under Part V. Exceptions","The provision establishes a substantive privacy duty or right within the personal-data protection framework.","https://www.legislation.gov.au/C2004A03712/latest","0.90","framework_element=substantive_duties_or_rights; legal_function=substantive_duty; coverage=sectoral"
"Australia","Privacy Act 1988","Act No. 119, 1988","","P7-I1","s. 22C(3)","KNOWN","Part IIIA - Credit reporting / Division 4 - Affected information recipients / Subdivision B - Dealing with regulated information / 22C Use or disclosure of information by mortgage insurers or trade insurers","(3) Subsection (1) does not apply to the disclosure of the information if the disclosure is required or authorised by or under an Australian law or a court/tribunal order. Interaction with the Australian Privacy Principles","The provision establishes a substantive privacy duty or right within the personal-data protection framework.","https://www.legislation.gov.au/C2004A03712/latest","0.90","framework_element=substantive_duties_or_rights; legal_function=substantive_duty; coverage=sectoral"
"Australia","Privacy Act 1988","Act No. 119, 1988","","P7-I1","Schedule 1, APP 1","KNOWN","Part 1 - Consideration of personal information privacy / 1 Australian Privacy Principle 1-open and transparent management of personal information","1 Australian Privacy Principle 1-open and transparent management of personal information 1.1 The object of this principle is to ensure that APP entities manage personal information in an open and transparent way. Compliance with the Australian Privacy Principles etc. 1.2 An APP entity must take such steps as are reasonable in the circumstances to implement practices, procedures and systems relating to the entity’s functions or activities that: (a) will ensure that the entity complies with the Australian Privacy Principles and a registered APP code (if any) that binds the entity; and (b) will enable the entity to deal with inquiries or complaints from individuals about the entity’s compliance with the Australian Privacy Principles or such a code. APP Privacy policy 1.3 An APP entity must have a clearly expressed and up - to - date policy (the APP privacy policy ) about the management of personal information by the entity. 1.4 Without limiting subclause 1.3, the APP privacy policy of the APP entity must contain the following information: (a) the kinds of personal information that the entity collects and holds; (b) how the entity collects and holds personal information; (c) the purposes for which the entity collects, holds, uses and discloses personal information; (d) how an individual may access personal information about the individual that is held by the entity and seek the correction of such information; (e) how an individual may complain about a breach of the Australian Privacy Principles, or a registered APP code (if any) that binds the entity, and how the entity will deal with such a complaint; (f) whether the entity is likely to disclose personal information to overseas recipients; (g) if the entity is likely to disclose personal information to overseas recipients-the countries in which such recipients are likely to be located if it is practicable to specify those countries in the policy. Availability of APP privacy policy etc. 1.5 An APP entity must take such steps as are reasonable in the circumstances to make its APP privacy policy available: (a) free of charge; and (b) in such form as is appropriate. Note: An APP entity will usually make its APP privacy policy available on the entity’s website. 1.6 If a person or body requests a copy of the APP privacy policy of an APP entity in a particular form, the entity must take such steps as are reasonable in the circumstances to give the person or body a copy in that form.","The provision establishes a substantive privacy duty or right within the personal-data protection framework.","https://www.legislation.gov.au/C2004A03712/latest","0.90","framework_element=substantive_duties_or_rights; legal_function=substantive_duty; coverage=horizontal"
"Australia","Privacy Act 1988","Act No. 119, 1988","","P7-I1","Schedule 1, APP 10","KNOWN","Part 4 - Integrity of personal information / 10 Australian Privacy Principle 10-quality of personal information","10 Australian Privacy Principle 10-quality of personal information 10.1 An APP entity must take such steps (if any) as are reasonable in the circumstances to ensure that the personal information that the entity collects is accurate, up - to - date and complete. 10.2 An APP entity must take such steps (if any) as are reasonable in the circumstances to ensure that the personal information that the entity uses or discloses is, having regard to the purpose of the use or disclosure, accurate, up - to - date, complete and relevant.","The provision establishes a substantive privacy duty or right within the personal-data protection framework.","https://www.legislation.gov.au/C2004A03712/latest","0.90","framework_element=substantive_duties_or_rights; legal_function=substantive_duty; coverage=horizontal"
"Australia","Privacy Act 1988","Act No. 119, 1988","","P7-I1","Schedule 1, APP 11","KNOWN","Part 4 - Integrity of personal information / 11 Australian Privacy Principle 11-security of personal information","11 Australian Privacy Principle 11-security of personal information 11.1 If an APP entity holds personal information, the entity must take such steps as are reasonable in the circumstances to protect the information: (a) from misuse, interference and loss; and (b) from unauthorised access, modification or disclosure. 11.2 If: (a) an APP entity holds personal information about an individual; and (b) the entity no longer needs the information for any purpose for which the information may be used or disclosed by the entity under this Schedule; and (c) the information is not contained in a Commonwealth record; and (d) the entity is not required by or under an Australian law, or a court/tribunal order, to retain the information; the entity must take such steps as are reasonable in the circumstances to destroy the information or to ensure that the information is de - identified. 11.3 For the purposes of subclauses 11.1 and 11.2, without limiting those subclauses or any other provision of this Act, such steps include technical and organisational measures.","The provision establishes a substantive privacy duty or right within the personal-data protection framework.","https://www.legislation.gov.au/C2004A03712/latest","0.90","framework_element=substantive_duties_or_rights; legal_function=substantive_duty; coverage=horizontal"
"Australia","Privacy Act 1988","Act No. 119, 1988","","P7-I1","Schedule 1, APP 12","KNOWN","Part 5 - Access to, and correction of, personal information / 12 Australian Privacy Principle 12-access to personal information","12 Australian Privacy Principle 12-access to personal information Access 12.1 If an APP entity holds personal information about an individual, the entity must, on request by the individual, give the individual access to the information. Exception to access-agency 12.2 If: (a) the APP entity is an agency; and (b) the entity is required or authorised to refuse to give the individual access to the personal information by or under: (i) the Freedom of Information Act; or (ii) any other Act of the Commonwealth, or a law in force in an external Territory, that provides for access by persons to documents; then, despite subclause 12.1, the entity is not required to give access to the extent that the entity is required or authorised to refuse to give access. Exception to access-organisation 12.3 If the APP entity is an organisation then, despite subclause 12.1, the entity is not required to give the individual access to the personal information to the extent that: (a) the entity reasonably believes that giving access would pose a serious threat to the life, health or safety of any individual, or to public health or public safety; or (b) giving access would have an unreasonable impact on the privacy of other individuals; or (c) the request for access is frivolous or vexatious; or (d) the information relates to existing or anticipated legal proceedings between the entity and the individual, and would not be accessible by the process of discovery in those proceedings; or (e) giving access would reveal the intentions of the entity in relation to negotiations with the individual in such a way as to prejudice those negotiations; or (f) giving access would be unlawful; or (g) denying access is required or authorised by or under an Australian law or a court/tribunal order; or (h) both of the following apply: (i) the entity has reason to suspect that unlawful activity, or misconduct of a serious nature, that relates to the entity’s functions or activities has been, is being or may be engaged in; (ii) giving access would be likely to prejudice the taking of appropriate action in relation to the matter; or (i) giving access would be likely to prejudice one or more enforcement related activities conducted by, or on behalf of, an enforcement body; or (j) giving access would reveal evaluative information generated within the entity in connection with a commercially sensitive decision - making process. Dealing with requests for access 12.4 The APP entity must: (a) respond to the request for access to the personal information: (i) if the entity is an agency-within 30 days after the request is made; or (ii) if the entity is an organisation-within a reasonable period after the request is made; and (b) give access to the information in the manner requested by the individual, if it is reasonable and practicable to do so. Other means of access 12.5 If the APP entity refuses: (a) to give access to the personal information because of subclause 12.2 or 12.3; or (b) to give access in the manner requested by the individual; the entity must take such steps (if any) as are reasonable in the circumstances to give access in a way that meets the needs of the entity and the individual. 12.6 Without limiting subclause 12.5, access may be given through the use of a mutually agreed intermediary. Access charges 12.7 If the APP entity is an agency, the entity must not charge the individual for the making of the request or for giving access to the personal information. 12.8 If: (a) the APP entity is an organisation; and (b) the entity charges the individual for giving access to the personal information; the charge must not be excessive and must not apply to the making of the request. Refusal to give access 12.9 If the APP entity refuses to give access to the personal information because of subclause 12.2 or 12.3, or to give access in the manner requested by the individual, the entity must give the individual a written notice that sets out: (a) the reasons for the refusal except to the extent that, having regard to the grounds for the refusal, it would be unreasonable to do so; and (b) the mechanisms available to complain about the refusal; and (c) any other matter prescribed by the regulations. 12.10 If the APP entity refuses to give access to the personal information because of paragraph 12.3(j), the reasons for the refusal may include an explanation for the commercially sensitive decision.","The provision establishes a substantive privacy duty or right within the personal-data protection framework.","https://www.legislation.gov.au/C2004A03712/latest","0.90","framework_element=substantive_duties_or_rights; legal_function=substantive_duty; coverage=horizontal"
"Australia","Privacy Act 1988","Act No. 119, 1988","","P7-I1","Schedule 1, APP 13","KNOWN","Part 5 - Access to, and correction of, personal information / 13 Australian Privacy Principle 13-correction of personal information","13 Australian Privacy Principle 13-correction of personal information Correction 13.1 If: (a) an APP entity holds personal information about an individual; and (b) either: (i) the entity is satisfied that, having regard to a purpose for which the information is held, the information is inaccurate, out - of - date, incomplete, irrelevant or misleading; or (ii) the individual requests the entity to correct the information; the entity must take such steps (if any) as are reasonable in the circumstances to correct that information to ensure that, having regard to the purpose for which it is held, the information is accurate, up - to - date, complete, relevant and not misleading. Notification of correction to third parties 13.2 If: (a) the APP entity corrects personal information about an individual that the entity previously disclosed to another APP entity; and (b) the individual requests the entity to notify the other APP entity of the correction; the entity must take such steps (if any) as are reasonable in the circumstances to give that notification unless it is impracticable or unlawful to do so. Refusal to correct information 13.3 If the APP entity refuses to correct the personal information as requested by the individual, the entity must give the individual a written notice that sets out: (a) the reasons for the refusal except to the extent that it would be unreasonable to do so; and (b) the mechanisms available to complain about the refusal; and (c) any other matter prescribed by the regulations. Request to associate a statement 13.4 If: (a) the APP entity refuses to correct the personal information as requested by the individual; and (b) the individual requests the entity to associate with the information a statement that the information is inaccurate, out - of - date, incomplete, irrelevant or misleading; the entity must take such steps as are reasonable in the circumstances to associate the statement in such a way that will make the statement apparent to users of the information. Dealing with requests 13.5 If a request is made under subclause 13.1 or 13.4, the APP entity: (a) must respond to the request: (i) if the entity is an agency-within 30 days after the request is made; or (ii) if the entity is an organisation-within a reasonable period after the request is made; and (b) must not charge the individual for the making of the request, for correcting the personal information or for associating the statement with the personal information (as the case may be).","The provision establishes a substantive privacy duty or right within the personal-data protection framework.","https://www.legislation.gov.au/C2004A03712/latest","0.90","framework_element=substantive_duties_or_rights; legal_function=substantive_duty; coverage=horizontal"
"Australia","Privacy Act 1988","Act No. 119, 1988","","P7-I1","Schedule 1, APP 3","KNOWN","Part 2 - Collection of personal information / 3 Australian Privacy Principle 3-collection of solicited personal information","3 Australian Privacy Principle 3-collection of solicited personal information Personal information other than sensitive information 3.1 If an APP entity is an agency, the entity must not collect personal information (other than sensitive information) unless the information is reasonably necessary for, or directly related to, one or more of the entity’s functions or activities. 3.2 If an APP entity is an organisation, the entity must not collect personal information (other than sensitive information) unless the information is reasonably necessary for one or more of the entity’s functions or activities. Sensitive information 3.3 An APP entity must not collect sensitive information about an individual unless: (a) the individual consents to the collection of the information and: (i) if the entity is an agency-the information is reasonably necessary for, or directly related to, one or more of the entity’s functions or activities; or (ii) if the entity is an organisation-the information is reasonably necessary for one or more of the entity’s functions or activities; or (b) subclause 3.4 applies in relation to the information. 3.4 This subclause applies in relation to sensitive information about an individual if: (a) the collection of the information is required or authorised by or under an Australian law or a court/tribunal order; or (b) a permitted general situation exists in relation to the collection of the information by the APP entity; or (c) the APP entity is an organisation and a permitted health situation exists in relation to the collection of the information by the entity; or (d) the APP entity is an enforcement body and the entity reasonably believes that: (i) if the entity is the Immigration Department-the collection of the information is reasonably necessary for, or directly related to, one or more enforcement related activities conducted by, or on behalf of, the entity; or (ii) otherwise-the collection of the information is reasonably necessary for, or directly related to, one or more of the entity’s functions or activities; or (e) the APP entity is a non - profit organisation and both of the following apply: (i) the information relates to the activities of the organisation; (ii) the information relates solely to the members of the organisation, or to individuals who have regular contact with the organisation in connection with its activities. Note: For permitted general situation , see section 16A. For permitted health situation , see section 16B. Means of collection 3.5 An APP entity must collect personal information only by lawful and fair means. 3.6 An APP entity must collect personal information about an individual only from the individual unless: (a) if the entity is an agency: (i) the individual consents to the collection of the information from someone other than the individual; or (ii) the entity is required or authorised by or under an Australian law, or a court/tribunal order, to collect the information from someone other than the individual; or (b) it is unreasonable or impracticable to do so. Solicited personal information 3.7 This principle applies to the collection of personal information that is solicited by an APP entity.","The provision establishes a substantive privacy duty or right within the personal-data protection framework.","https://www.legislation.gov.au/C2004A03712/latest","0.90","framework_element=substantive_duties_or_rights; legal_function=substantive_duty; coverage=horizontal"
"Australia","Privacy Act 1988","Act No. 119, 1988","","P7-I1","Schedule 1, APP 4","KNOWN","Part 2 - Collection of personal information / 4 Australian Privacy Principle 4-dealing with unsolicited personal information","4 Australian Privacy Principle 4-dealing with unsolicited personal information 4.1 If: (a) an APP entity receives personal information; and (b) the entity did not solicit the information; the entity must, within a reasonable period after receiving the information, determine whether or not the entity could have collected the information under Australian Privacy Principle 3 if the entity had solicited the information. 4.2 The APP entity may use or disclose the personal information for the purposes of making the determination under subclause 4.1. 4.3 If: (a) the APP entity determines that the entity could not have collected the personal information; and (b) the information is not contained in a Commonwealth record; the entity must, as soon as practicable but only if it is lawful and reasonable to do so, destroy the information or ensure that the information is de - identified. 4.4 If subclause 4.3 does not apply in relation to the personal information, Australian Privacy Principles 5 to 13 apply in relation to the information as if the entity had collected the information under Australian Privacy Principle 3.","The provision establishes a substantive privacy duty or right within the personal-data protection framework.","https://www.legislation.gov.au/C2004A03712/latest","0.90","framework_element=substantive_duties_or_rights; legal_function=substantive_duty; coverage=horizontal"
